week_key,season,week,contestant,posterior_mean,posterior_std,ci_lower,ci_upper,fan_rank,method
2_1,2,1,Giselle Fernandez,0.09999999999999999,1.3877787807814457e-17,0.1,0.1,7,bayesian_mcmc
2_1,2,1,Master P,0.09999999999999999,1.3877787807814457e-17,0.1,0.1,8,bayesian_mcmc
2_1,2,1,Drew Lachey,0.09999999999999999,1.3877787807814457e-17,0.1,0.1,9,bayesian_mcmc
2_1,2,1,Kenny Mayne,0.09999999999999999,1.3877787807814457e-17,0.1,0.1,10,bayesian_mcmc
2_2,2,2,Tatum O'Neal,0.11111111111111113,2.7755575615628914e-17,0.1111111111111111,0.1111111111111111,1,bayesian_mcmc
2_2,2,2,Tia Carrere,0.11111111111111113,2.7755575615628914e-17,0.1111111111111111,0.1111111111111111,2,bayesian_mcmc
2_2,2,2,George Hamilton,0.11111111111111113,2.7755575615628914e-17,0.1111111111111111,0.1111111111111111,3,bayesian_mcmc
2_2,2,2,Lisa Rinna,0.11111111111111113,2.7755575615628914e-17,0.1111111111111111,0.1111111111111111,4,bayesian_mcmc
2_2,2,2,Stacy Keibler,0.11111111111111113,2.7755575615628914e-17,0.1111111111111111,0.1111111111111111,5,bayesian_mcmc
2_2,2,2,Jerry Rice,0.11111111111111113,2.7755575615628914e-17,0.1111111111111111,0.1111111111111111,6,bayesian_mcmc
2_2,2,2,Giselle Fernandez,0.11111111111111113,2.7755575615628914e-17,0.1111111111111111,0.1111111111111111,7,bayesian_mcmc
2_2,2,2,Master P,0.11111111111111113,2.7755575615628914e-17,0.1111111111111111,0.1111111111111111,8,bayesian_mcmc
2_2,2,2,Drew Lachey,0.11111111111111113,2.7755575615628914e-17,0.1111111111111111,0.1111111111111111,9,bayesian_mcmc
2_3,2,3,Tia Carrere,0.07246083081550597,0.03875374549663361,0.004735279085042712,0.1450149139066157,6,bayesian_mcmc
2_3,2,3,George Hamilton,0.13863012777965075,0.07112238487381237,0.012049921433382422,0.28024536354751806,4,bayesian_mcmc
2_3,2,3,Lisa Rinna,0.10165675591767345,0.0523468906895234,0.007215942277989085,0.19878582219498298,5,bayesian_mcmc
2_3,2,3,Stacy Keibler,0.03401494604678177,0.025312022839905888,0.0008256706537835268,0.0941333890287817,8,bayesian_mcmc
2_3,2,3,Jerry Rice,0.14896278826346895,0.08985257226751801,0.008471072524377975,0.33652061906908715,2,bayesian_mcmc
2_3,2,3,Giselle Fernandez,0.32462115096763117,0.09714429667797261,0.1761206810349653,0.5547463603865055,1,bayesian_mcmc
2_3,2,3,Master P,0.14545893243607985,0.08778041565582,0.011066087292796737,0.3327274289041287,3,bayesian_mcmc
2_3,2,3,Drew Lachey,0.03419446777320811,0.0244089373905175,0.0015872724222476646,0.09225700992487114,7,bayesian_mcmc
2_4,2,4,Tia Carrere,0.14285714285714282,2.7755575615628914e-17,0.14285714285714285,0.14285714285714285,1,bayesian_mcmc
2_4,2,4,George Hamilton,0.14285714285714282,2.7755575615628914e-17,0.14285714285714285,0.14285714285714285,2,bayesian_mcmc
2_4,2,4,Lisa Rinna,0.14285714285714282,2.7755575615628914e-17,0.14285714285714285,0.14285714285714285,3,bayesian_mcmc
2_4,2,4,Stacy Keibler,0.14285714285714282,2.7755575615628914e-17,0.14285714285714285,0.14285714285714285,4,bayesian_mcmc
2_4,2,4,Jerry Rice,0.14285714285714282,2.7755575615628914e-17,0.14285714285714285,0.14285714285714285,5,bayesian_mcmc
2_4,2,4,Master P,0.14285714285714282,2.7755575615628914e-17,0.14285714285714285,0.14285714285714285,6,bayesian_mcmc
2_4,2,4,Drew Lachey,0.14285714285714282,2.7755575615628914e-17,0.14285714285714285,0.14285714285714285,7,bayesian_mcmc
2_5,2,5,Tia Carrere,0.16666666666666669,2.7755575615628914e-17,0.16666666666666666,0.16666666666666666,1,bayesian_mcmc
2_5,2,5,George Hamilton,0.16666666666666669,2.7755575615628914e-17,0.16666666666666666,0.16666666666666666,2,bayesian_mcmc
2_5,2,5,Lisa Rinna,0.16666666666666669,2.7755575615628914e-17,0.16666666666666666,0.16666666666666666,3,bayesian_mcmc
2_5,2,5,Stacy Keibler,0.16666666666666669,2.7755575615628914e-17,0.16666666666666666,0.16666666666666666,4,bayesian_mcmc
2_5,2,5,Jerry Rice,0.16666666666666669,2.7755575615628914e-17,0.16666666666666666,0.16666666666666666,5,bayesian_mcmc
2_5,2,5,Drew Lachey,0.16666666666666669,2.7755575615628914e-17,0.16666666666666666,0.16666666666666666,6,bayesian_mcmc
2_6,2,6,George Hamilton,0.19999999999999998,2.7755575615628914e-17,0.2,0.2,1,bayesian_mcmc
2_6,2,6,Lisa Rinna,0.19999999999999998,2.7755575615628914e-17,0.2,0.2,2,bayesian_mcmc
2_6,2,6,Stacy Keibler,0.19999999999999998,2.7755575615628914e-17,0.2,0.2,3,bayesian_mcmc
2_6,2,6,Jerry Rice,0.19999999999999998,2.7755575615628914e-17,0.2,0.2,4,bayesian_mcmc
2_6,2,6,Drew Lachey,0.19999999999999998,2.7755575615628914e-17,0.2,0.2,5,bayesian_mcmc
2_7,2,7,Lisa Rinna,0.25,0.0,0.25,0.25,1,bayesian_mcmc
2_7,2,7,Stacy Keibler,0.25,0.0,0.25,0.25,2,bayesian_mcmc
2_7,2,7,Jerry Rice,0.25,0.0,0.25,0.25,3,bayesian_mcmc
2_7,2,7,Drew Lachey,0.25,0.0,0.25,0.25,4,bayesian_mcmc
2_8,2,8,Stacy Keibler,0.3370681165803993,0.23693019888768777,0.013047898046031306,0.8445844365817786,1,bayesian_mcmc
2_8,2,8,Jerry Rice,0.3306859206933065,0.2369055443650402,0.012044566651676629,0.8427758747685669,3,bayesian_mcmc
2_8,2,8,Drew Lachey,0.33224596272629453,0.23423292420960007,0.011707876506417107,0.8447056199397946,2,bayesian_mcmc
3_1,3,1,Harry Hamlin,0.09937486193031088,0.08531305939873805,0.0037284526000328734,0.3182399237658737,4,bayesian_mcmc
3_1,3,1,Vivica A. Fox,0.0959608083429239,0.08749256018017944,0.0028418792511499128,0.31964314640993435,8,bayesian_mcmc
3_1,3,1,Monique Coleman,0.099146108762653,0.08785627653039949,0.0034166129176699048,0.33409909124838505,5,bayesian_mcmc
3_1,3,1,Joey Lawrence,0.09647609972182224,0.08733439449186439,0.0028652287179706244,0.3244246097888822,7,bayesian_mcmc
3_1,3,1,Mario Lopez,0.09470651169586668,0.08459352920570579,0.00271543155330106,0.31225806343080675,9,bayesian_mcmc
3_1,3,1,Emmitt Smith,0.09268142344221018,0.08439015282636343,0.0028841830562409522,0.3103632307061294,10,bayesian_mcmc
3_1,3,1,Shanna Moakler,0.09717085163265562,0.08686224943738824,0.0033670254585621614,0.32330373552693026,6,bayesian_mcmc
3_1,3,1,Willa Ford,0.09949189183540849,0.08919990219887824,0.002759905721699055,0.3288425133079859,3,bayesian_mcmc
3_1,3,1,Sara Evans,0.10328328846568086,0.08464100363904128,0.006508433230469237,0.32510910564040796,1,bayesian_mcmc
3_1,3,1,Jerry Springer,0.10194437499644546,0.08739831909216111,0.005281724277172529,0.3350895909995498,2,bayesian_mcmc
3_1,3,1,Tucker Carlson,0.019763779174021792,0.014219637134074207,0.0009200150546681401,0.05268106535477333,11,bayesian_mcmc
3_2,3,2,Harry Hamlin,0.11422496834784965,0.08647390574815852,0.014569832338518655,0.3371060272678102,3,bayesian_mcmc
3_2,3,2,Vivica A. Fox,0.10486269476198087,0.09075982750868719,0.005082261846863145,0.3399688167042825,7,bayesian_mcmc
3_2,3,2,Monique Coleman,0.10064570229223758,0.09037866562026281,0.0034397409537975272,0.3406813004627133,8,bayesian_mcmc
3_2,3,2,Joey Lawrence,0.0981010515106072,0.08818345563116298,0.002897106742861392,0.32824037720876226,9,bayesian_mcmc
3_2,3,2,Mario Lopez,0.11339921867381145,0.08624128607550673,0.014464087152271692,0.33971846514968695,4,bayesian_mcmc
3_2,3,2,Emmitt Smith,0.10601571002880555,0.09053817874685557,0.006070488072060426,0.3426953737608051,6,bayesian_mcmc
3_2,3,2,Shanna Moakler,0.011883157413742962,0.010006935345574895,0.00040998953932757883,0.03727297365214268,10,bayesian_mcmc
3_2,3,2,Willa Ford,0.10886350579706475,0.09024391363562273,0.006879600777333583,0.341301147974939,5,bayesian_mcmc
3_2,3,2,Sara Evans,0.11700528858469995,0.08913446875007708,0.016015513368229487,0.3475990271772544,2,bayesian_mcmc
3_2,3,2,Jerry Springer,0.12499870258920048,0.08994523122810853,0.023169050512501326,0.3562729768798606,1,bayesian_mcmc
3_3,3,3,Harry Hamlin,0.014322214445259432,0.011912604405613123,0.0004971930719442929,0.043933361176247375,9,bayesian_mcmc
3_3,3,3,Vivica A. Fox,0.11261844000194395,0.09681262941553702,0.003482259694977088,0.358848230875141,7,bayesian_mcmc
3_3,3,3,Monique Coleman,0.11131307433067447,0.09663608784299614,0.004222753684209206,0.36401297616590944,8,bayesian_mcmc
3_3,3,3,Joey Lawrence,0.12531671957639778,0.09827226463652171,0.011866098948411992,0.38114942194479107,3,bayesian_mcmc
3_3,3,3,Mario Lopez,0.12505663490138855,0.098950436080752,0.011682385656562249,0.3793389274458261,5,bayesian_mcmc
3_3,3,3,Emmitt Smith,0.1400595478121544,0.09809110037479875,0.027488100116030006,0.3917184614062769,1,bayesian_mcmc
3_3,3,3,Willa Ford,0.1251353074828344,0.10008931469835235,0.011638723625253781,0.3831862406585634,4,bayesian_mcmc
3_3,3,3,Sara Evans,0.11694043032701527,0.09823400806339055,0.0049224999985423455,0.37245823393612726,6,bayesian_mcmc
3_3,3,3,Jerry Springer,0.12923763112233133,0.09683648708933124,0.017277556679765098,0.38489953537425464,2,bayesian_mcmc
3_4,3,4,Vivica A. Fox,0.017502236432307382,0.014277077717126713,0.0005981297578894177,0.0536472890251777,8,bayesian_mcmc
3_4,3,4,Monique Coleman,0.14224838345825755,0.10957779013336662,0.015119030031285379,0.42926055803387214,3,bayesian_mcmc
3_4,3,4,Joey Lawrence,0.1294679608394855,0.10753043340430765,0.006873561651720418,0.4050040302034596,5,bayesian_mcmc
3_4,3,4,Mario Lopez,0.12787395769339766,0.11018084050601022,0.0049594233827706165,0.4113327899599747,6,bayesian_mcmc
3_4,3,4,Emmitt Smith,0.1404037629315269,0.10740590799417812,0.015425204668406132,0.42445374067736885,4,bayesian_mcmc
3_4,3,4,Willa Ford,0.12751748358996762,0.10713038005706634,0.005701854691637581,0.4003111227261989,7,bayesian_mcmc
3_4,3,4,Sara Evans,0.16400930113646744,0.1095619532098066,0.03541356867760804,0.4489094555631661,1,bayesian_mcmc
3_4,3,4,Jerry Springer,0.1509769139185892,0.10748455565499665,0.023716612678183112,0.4287224689859155,2,bayesian_mcmc
3_5,3,5,Monique Coleman,0.15737214694967216,0.11739472369760175,0.016046179726266104,0.4447650760565114,4,bayesian_mcmc
3_5,3,5,Joey Lawrence,0.16573920475933818,0.11541990105116634,0.02629834676876028,0.46544600173235456,3,bayesian_mcmc
3_5,3,5,Mario Lopez,0.15458656201053733,0.11616749803154756,0.016043050655963623,0.45080672175233916,6,bayesian_mcmc
3_5,3,5,Emmitt Smith,0.15655387570028756,0.11639870306335345,0.016310067667798144,0.455389878451033,5,bayesian_mcmc
3_5,3,5,Willa Ford,0.019999327935895855,0.017107359522154423,0.0006592512984252532,0.06363471421064429,7,bayesian_mcmc
3_5,3,5,Sara Evans,0.17235245374604816,0.11461600226301966,0.03273601453623433,0.4613166735565343,2,bayesian_mcmc
3_5,3,5,Jerry Springer,0.17339642889822093,0.11671409707792438,0.03341232782158943,0.47180392975254093,1,bayesian_mcmc
3_6,3,6,Monique Coleman,0.2011345553387927,0.1648997238015982,0.006226765172514628,0.6091421386460425,2,bayesian_mcmc
3_6,3,6,Joey Lawrence,0.1980736340637425,0.16245143539917675,0.006004895000967866,0.5918794412778299,5,bayesian_mcmc
3_6,3,6,Mario Lopez,0.20227006525850272,0.16646813215012568,0.006083705009496939,0.6211571164000389,1,bayesian_mcmc
3_6,3,6,Emmitt Smith,0.19848122167536636,0.16508775997846378,0.006276748993515121,0.6172810730597069,4,bayesian_mcmc
3_6,3,6,Jerry Springer,0.2000405236635943,0.16564242793257078,0.005411129918186846,0.6058032267619927,3,bayesian_mcmc
3_7,3,7,Monique Coleman,0.2456483829547051,0.17296776186941196,0.018010860130822128,0.6738040189432362,1,bayesian_mcmc
3_7,3,7,Joey Lawrence,0.2339596287120919,0.1682542231222685,0.014790136639676574,0.6461661201364264,4,bayesian_mcmc
3_7,3,7,Mario Lopez,0.2359283322717446,0.17099833301358286,0.017480322619138153,0.6588699858519677,2,bayesian_mcmc
3_7,3,7,Emmitt Smith,0.2349894150119221,0.17007907100116396,0.014241021552418603,0.6456290563937556,3,bayesian_mcmc
3_7,3,7,Jerry Springer,0.04947424104953707,0.037195215014603565,0.002198905318125659,0.1396498349304688,5,bayesian_mcmc
3_8,3,8,Monique Coleman,0.06407230469796307,0.049653746871044145,0.0020779608642424573,0.1813262698149405,4,bayesian_mcmc
3_8,3,8,Joey Lawrence,0.31911390501192033,0.18993026061777915,0.041856958488047956,0.7487644581427456,1,bayesian_mcmc
3_8,3,8,Mario Lopez,0.2992947975415545,0.18609429654834742,0.03441045084190029,0.7370683125531139,3,bayesian_mcmc
3_8,3,8,Emmitt Smith,0.3175189927485627,0.18700632212367352,0.04444626148596942,0.7476646522837113,2,bayesian_mcmc
3_9,3,9,Joey Lawrence,0.11227378439728133,0.07882535568353281,0.00413658220958953,0.2805326310347423,3,bayesian_mcmc
3_9,3,9,Mario Lopez,0.4356359007442019,0.20566848862853163,0.08486758738908813,0.8572767684261466,2,bayesian_mcmc
3_9,3,9,Emmitt Smith,0.4520903148585163,0.20807308446047573,0.10039499957880427,0.8799815755021485,1,bayesian_mcmc
3_10,3,10,Mario Lopez,0.5085875950868387,0.2844094621320699,0.028844305448204294,0.9714229231799674,1,bayesian_mcmc
3_10,3,10,Emmitt Smith,0.4914124049131612,0.28440946213206986,0.028577076820032334,0.9711556945517956,2,bayesian_mcmc
4_1,4,1,John Ratzenberger,0.09179414636961786,0.08363628980662585,0.002469563867200705,0.30755293712963516,2,bayesian_mcmc
4_1,4,1,Ian Ziering,0.0911646718442555,0.08286909175618916,0.0027853191434612217,0.3104652502286864,7,bayesian_mcmc
4_1,4,1,Clyde Drexler,0.09122972905668582,0.08393818686521044,0.002393158500397286,0.3171735182061496,6,bayesian_mcmc
4_1,4,1,Laila Ali,0.09124184760475247,0.08352510645235219,0.003105752610216398,0.3148810573985867,5,bayesian_mcmc
4_1,4,1,Apolo Anton Ohno,0.09140619876347242,0.08227734332455115,0.0027866997581186253,0.3069918056956484,3,bayesian_mcmc
4_1,4,1,Shandi Finnessey,0.08811016638014124,0.0801400442054738,0.0025298019030665373,0.30072846055896985,11,bayesian_mcmc
4_1,4,1,Paulina Porizkova,0.09082514828138127,0.08153729284007512,0.002790111025027547,0.3025888034737987,8,bayesian_mcmc
4_1,4,1,Heather Mills,0.09035268911546347,0.08247310918422102,0.0026151059986961223,0.30822112629780385,10,bayesian_mcmc
4_1,4,1,Billy Ray Cyrus,0.09191165331335441,0.08244278486210231,0.00273020618990498,0.3151579652639675,1,bayesian_mcmc
4_1,4,1,Joey Fatone,0.09133029200590372,0.08234644447668346,0.0027520090821469114,0.3010386539081755,4,bayesian_mcmc
4_1,4,1,Leeza Gibbons,0.09063345726497155,0.0824637365926766,0.002500024983646666,0.29344471469793104,9,bayesian_mcmc
4_2,4,2,John Ratzenberger,0.10029119477166527,0.08039952527014932,0.009074232267285227,0.3121532209993372,5,bayesian_mcmc
4_2,4,2,Ian Ziering,0.09607157436118631,0.08148824608545964,0.005176124622879787,0.3030398958316542,6,bayesian_mcmc
4_2,4,2,Clyde Drexler,0.11287811957848629,0.08348418554224471,0.021939797153092647,0.32884971855109113,1,bayesian_mcmc
4_2,4,2,Laila Ali,0.09136593927469301,0.08261595996529404,0.0028677892582533683,0.30600746795835104,9,bayesian_mcmc
4_2,4,2,Apolo Anton Ohno,0.09246819644838024,0.0826102152424086,0.0032123736464032397,0.30769380549364556,8,bayesian_mcmc
4_2,4,2,Shandi Finnessey,0.1053094467679266,0.0823404657163897,0.013285622817735602,0.31807369488462384,2,bayesian_mcmc
4_2,4,2,Paulina Porizkova,0.010413766169575098,0.008760675025143685,0.00036055738254919226,0.03248720086153438,11,bayesian_mcmc
4_2,4,2,Heather Mills,0.09466076329363818,0.08344807188887375,0.0036263031278597293,0.31972687759341417,7,bayesian_mcmc
4_2,4,2,Billy Ray Cyrus,0.1026922694062786,0.08342234052781007,0.009622202936630266,0.3221539816960379,4,bayesian_mcmc
4_2,4,2,Joey Fatone,0.09098412587965689,0.08012132955342133,0.00354531218632072,0.29961567761105756,10,bayesian_mcmc
4_2,4,2,Leeza Gibbons,0.10286460404851391,0.08261874146322437,0.0097430619647165,0.3190533145048891,3,bayesian_mcmc
4_3,4,3,John Ratzenberger,0.11624172898649522,0.08874123490647459,0.01543346729459085,0.3467849899935912,2,bayesian_mcmc
4_3,4,3,Ian Ziering,0.10061742536386939,0.08774601978598108,0.0040615997495384495,0.3278540172418647,9,bayesian_mcmc
4_3,4,3,Clyde Drexler,0.13267795275769811,0.08784831957143385,0.032751409697917434,0.35968699394535114,1,bayesian_mcmc
4_3,4,3,Laila Ali,0.11000811835738118,0.08744030291288918,0.009608700827798878,0.3312644872518775,4,bayesian_mcmc
4_3,4,3,Apolo Anton Ohno,0.10457336478547795,0.0875982976416382,0.0054500265376575185,0.3305514343997133,6,bayesian_mcmc
4_3,4,3,Shandi Finnessey,0.0118504738276115,0.00989259926722686,0.0003851219943403763,0.03693381788830642,10,bayesian_mcmc
4_3,4,3,Heather Mills,0.10145483299201309,0.08927124534488011,0.0047313834355604874,0.33165443819932466,8,bayesian_mcmc
4_3,4,3,Billy Ray Cyrus,0.11586039065245365,0.09159973194443373,0.010312094596201091,0.35350322477908414,3,bayesian_mcmc
4_3,4,3,Joey Fatone,0.10189836089204818,0.0895039621153697,0.004130355740883218,0.3362676199852262,7,bayesian_mcmc
4_3,4,3,Leeza Gibbons,0.10481735138495196,0.09186988019294291,0.0046409563490568,0.34759374041414043,5,bayesian_mcmc
4_4,4,4,John Ratzenberger,0.13379047971788674,0.10176114757704749,0.014966253057685997,0.401688566247558,2,bayesian_mcmc
4_4,4,4,Ian Ziering,0.11598743958526771,0.10360053495119413,0.003914488016954674,0.38517131491881496,5,bayesian_mcmc
4_4,4,4,Clyde Drexler,0.1455564278195269,0.10541417179146578,0.02296646229991332,0.41920477985146176,1,bayesian_mcmc
4_4,4,4,Laila Ali,0.11924980250077026,0.10078683056862853,0.004702139484711496,0.383691274736045,4,bayesian_mcmc
4_4,4,4,Apolo Anton Ohno,0.11456552030349522,0.10200799229502357,0.0038109752016313916,0.37535540604148776,7,bayesian_mcmc
4_4,4,4,Heather Mills,0.11574414481686561,0.10362740734373514,0.0038456727045146433,0.3867013083938749,6,bayesian_mcmc
4_4,4,4,Billy Ray Cyrus,0.12057211049918842,0.10155994032559469,0.004980419960915853,0.3833642763822116,3,bayesian_mcmc
4_4,4,4,Joey Fatone,0.11303378114974748,0.09925928648994552,0.003598438825593447,0.37810025381342766,8,bayesian_mcmc
4_4,4,4,Leeza Gibbons,0.021500293607249428,0.016344851334133815,0.000725093893041599,0.059725600932987635,9,bayesian_mcmc
4_5,4,5,John Ratzenberger,0.14567185135873836,0.11714612498403693,0.007723632747156129,0.44502166854281183,2,bayesian_mcmc
4_5,4,5,Ian Ziering,0.13548814930982175,0.11686148003626659,0.004375207416281292,0.43732946597218914,4,bayesian_mcmc
4_5,4,5,Clyde Drexler,0.033176592257384604,0.02396863795304267,0.0014498021280480759,0.08825386420672833,8,bayesian_mcmc
4_5,4,5,Laila Ali,0.13320538723889347,0.11570921402521095,0.004608508730678585,0.42508011171220006,6,bayesian_mcmc
4_5,4,5,Apolo Anton Ohno,0.13269819957308407,0.1170524818507315,0.004094643959315817,0.4355864281549653,7,bayesian_mcmc
4_5,4,5,Heather Mills,0.13868070762094642,0.11515786092997254,0.005407355891950781,0.4289115905664185,3,bayesian_mcmc
4_5,4,5,Billy Ray Cyrus,0.14771851109438616,0.1134348150910076,0.009649194338109885,0.42906322708937333,1,bayesian_mcmc
4_5,4,5,Joey Fatone,0.1333606015467453,0.11457427444816287,0.0038040131387794027,0.4206515378649594,5,bayesian_mcmc
4_6,4,6,John Ratzenberger,0.19141759485195822,0.1235072957608691,0.04306354606484749,0.5033995350865569,1,bayesian_mcmc
4_6,4,6,Ian Ziering,0.15734189402950458,0.12015929989701306,0.01222515903442507,0.45917687295160775,3,bayesian_mcmc
4_6,4,6,Laila Ali,0.1500848110409573,0.12624843011896572,0.006118705757832051,0.47497126126343486,5,bayesian_mcmc
4_6,4,6,Apolo Anton Ohno,0.1479901156370699,0.12124860196717352,0.0061250985850328996,0.4485845728213836,6,bayesian_mcmc
4_6,4,6,Heather Mills,0.02369651098758722,0.018901260855932384,0.0009148954688071466,0.0701966908793563,7,bayesian_mcmc
4_6,4,6,Billy Ray Cyrus,0.17898177851686775,0.12207906993689192,0.031041531645996722,0.4792657560943953,2,bayesian_mcmc
4_6,4,6,Joey Fatone,0.150487294936056,0.12175271457124542,0.007341061952398254,0.45598256434858925,4,bayesian_mcmc
